Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude,Agency Description,Color Description,Body Style Description
4273251474,2015-12-30T00:00:00.000,950,,,CA,,,CHEV,CM,WT,600 LEBANON ST,00665,56,80.69B,NO PARKING,73,6483528,1840853.1,,,
4273251485,2015-12-30T00:00:00.000,1008,CB3119,,CA,201607,,KIA,PA,BK,201 6TH ST W,00665,56,88.13B+,METER EXP.,63,6485641.3,1839201.4,,,
4273251496,2015-12-30T00:00:00.000,1017,,,CA,10,,OTHR,CM,WT,749 BROADWAY,00665,56,80.56E4+,RED ZONE,93,6484663.7,1838613.4,,,
4273251500,2015-12-30T00:00:00.000,1119,,,CA,201611,,VOLK,PA,BK,543 OLIVE,00665,56,80.56E2,YELLOW ZONE,58,6484900.7,1840259.1,,,
4273251511,2015-12-30T00:00:00.000,1129,,,CA,2,,OTHR,CM,WT,538 FLOWER ST,00665,56,80.69A+,STOP/STAND PROHIBIT,93,99999,99999,,,
4273251522,2015-12-30T00:00:00.000,1201,,,CA,201601,,HOND,PA,BK,537 BROADWAY,00665,56,80.56E2,YELLOW ZONE,58,6485574,1839782.8,,,
4273251533,2015-12-30T00:00:00.000,1207,,,CA,201605,,DODG,PA,SL,311 7TH AVE,00665,56,80.56E4+,RED ZONE,93,99999,99999,,,
4273251544,2015-12-30T00:00:00.000,1210,,,CA,201604,,MERZ,PA,SL,635 ST VINCENT CT,00665,56,80.69B,NO PARKING,73,6484961.5,1839336.4,,,
4273251555,2015-12-30T00:00:00.000,1217,,,CA,201606,,OTHR,CM,WT,321 6TH ST W,00665,56,80.56E4+,RED ZONE,93,6485166.9,1839572.2,,,
4273251566,2015-12-30T00:00:00.000,1224,,,CA,201608,,OTHR,CM,WT,310 7TH ST W,00665,56,80.56E4+,RED ZONE,93,6484794.4,1839024.6,,,
4273251570,2015-12-30T00:00:00.000,1232,,,CA,201509,,GMC,CM,BK,222 7TH ST W,00665,56,5204A-,DISPLAY OF TABS,25,6485162.3,1838738.4,,,
4273251581,2015-12-30T00:00:00.000,1302,,,CA,201509,,LEXS,PA,GO,525 BROADWAY,00665,56,5204A-,DISPLAY OF TABS,25,99999,99999,,,
4273251592,2015-12-30T00:00:00.000,1305,,,CA,201603,,FORD,PU,BK,617 BROADWAY,00665,56,80.56E2,YELLOW ZONE,58,99999,99999,,,
4273251603,2015-12-30T00:00:00.000,1310,,,CA,201601,,OTHR,CM,WT,650 ST VINCENT CT,00665,56,80.69AP+,NO STOP/STANDING,93,6484907.9,1839267.6,,,
4273251614,2015-12-30T00:00:00.000,1315,,,IL,,,HYUN,PA,BK,635 ST VINCENT CT,00665,56,80.69AP+,NO STOP/STANDING,93,6484961.5,1839336.4,,,
4273251625,2015-12-30T00:00:00.000,1347,,,CA,2,,OTHR,CM,WT,620 GRAND AVE,00665,56,80.56E4+,RED ZONE,93,6484205.2,1840043,,,
4273251636,2015-12-30T00:00:00.000,1351,,,CA,7,,OTHR,CM,BN,615 7TH ST W,00665,56,80.56E4+,RED ZONE,93,6483889.9,1839728.1,,,
4273251640,2015-12-30T00:00:00.000,1409,,,CA,201602,,MITS,PA,GO,719 BROADWAY,00665,56,80.56E2,YELLOW ZONE,58,6489239.6,1844560.3,,,
4273251651,2015-12-30T00:00:00.000,1528,LT4,,CA,201602,,CHEV,PA,BK,200 BOYD ST,00665,56,88.13B+,METER EXP.,63,6487342.1,1839891.2,,,
4273256352,2015-12-30T00:00:00.000,1150,,,CA,201607,,NISS,PA,WT,6303 RESEDA BLVD,389R,53,80.69B,NO PARKING,73,6399557.5,1890077.9,,,
4273256363,2015-12-30T00:00:00.000,1301,,,CA,201606,,BMW,PA,BK,9301 TAMPA AVE,389R,53,22507.8C,DISABLED PARKING/CRO,363,6394359.2,1909860.2,,,
4273256374,2015-12-30T00:00:00.000,1424,,,CA,201512,,NISS,PA,WT,7806 RESEDA BLVD,389R,53,5204A-,DISPLAY OF TABS,25,6399597.1,1900034.2,,,
4273256385,2015-12-30T00:00:00.000,1435,,,CA,201606,,HOND,PA,WT,8136 RESEDA BLVD,389R,53,22502A,18 IN. CURB/2 WAY,63,99999,99999,,,
4273256396,2015-12-30T00:00:00.000,1506,,,CA,,,NISS,PA,GY,10626 BALBOA BLVD,389R,53,80.70,NO STOPPING/ANTI-GRI,163,6409903.4,1918485.6,,,
4273256400,2015-12-30T00:00:00.000,1508,,,CA,201603,,TOYT,PU,WT,10626 BALBOA BLVD,389R,53,80.70,NO STOPPING/ANTI-GRI,163,6409903.4,1918485.6,,,
4273256411,2015-12-30T00:00:00.000,1605,,,CA,201607,,FORD,PA,SL,7300 CALVIN AVE,389R,53,80.56E4+,RED ZONE,93,6393641.2,1896691.9,,,
4273261241,2015-12-30T00:00:00.000,707,,,CA,201604,,HOND,PA,BK,151 VERMONT AVE N,00475,54,80.70,NO STOPPING/ANTI-GRI,163,6473336.8,1848542.8,,,
4273261252,2015-12-30T00:00:00.000,710,,,CA,201605,,TOYT,PA,WT,152 VERMONT AVE N,00475,54,80.70,NO STOPPING/ANTI-GRI,163,6473336.8,1848525.3,,,
4273261263,2015-12-30T00:00:00.000,806,,,CA,201610,,HOND,PA,RD,724 MANSFIELD AVE S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6458452.9,1845025.9,,,
4273261274,2015-12-30T00:00:00.000,809,,,CA,201606,,VOLV,PA,GN,816 MANSFIELD AVE S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6458270.9,1844460.5,,,
4273261285,2015-12-30T00:00:00.000,811,,,CA,201610,,DODG,PA,BK,842 MANSFIELD AVE S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6458219.7,1844301.5,,,
4273261296,2015-12-30T00:00:00.000,812,,,CA,201609,,TOYT,PA,SL,854 MANSFIELD AVE S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6458196,1844228.1,,,
4273261300,2015-12-30T00:00:00.000,814,,,CA,201606,,NISS,PA,GY,936 MANSFIELD AVE S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6458037.6,1843736.4,,,
4273261311,2015-12-30T00:00:00.000,815,,,CA,201601,,KIA,PA,BK,942 MANSFIELD AVE S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6458025.7,1843699.4,,,
4273261322,2015-12-30T00:00:00.000,816,,,CA,201606,,MERZ,PA,BK,950 MANSFIELD AVE S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6458009.7,1843649.9,,,
4273261333,2015-12-30T00:00:00.000,817,,,CA,201605,,NISS,PA,SL,950 MANSFIELD AVE S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6458009.7,1843649.9,,,
4273261344,2015-12-30T00:00:00.000,820,,,CA,201612,,TOYT,PA,GY,915 CITRUS AVE S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6458463.5,1843862.3,,,
4273261355,2015-12-30T00:00:00.000,822,,,CA,201611,,FORD,PA,BK,723 CITRUS AVE S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6458818.3,1853074.6,,,
4273261366,2015-12-30T00:00:00.000,825,,,CA,201607,,RROV,PA,BK,5000 CITRUS AVE S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273261370,2015-12-30T00:00:00.000,832,,,CA,201603,,TOYT,PA,SL,5250 8TH ST W,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6457940.9,1844568.4,,,
4273261381,2015-12-30T00:00:00.000,836,,,CA,201509,,VOLV,PA,WT,5200 9TH ST W,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6458109.3,1843958.9,,,
4273261392,2015-12-30T00:00:00.000,837,,,CA,201509,,VOLV,PA,WT,5200 9TH ST W,00475,54,5204A-,DISPLAY OF TABS,25,6458109.3,1843958.9,,,
4273261403,2015-12-30T00:00:00.000,845,,,CA,201606,,TOYT,PA,GY,5000 8TH ST W,00475,54,5204A-,DISPLAY OF TABS,25,6459408.9,1844543,,,
4273261414,2015-12-30T00:00:00.000,847,,,CA,201609,,HOND,PA,GN,731 LONGWOOD AVE S,00475,54,5204A-,DISPLAY OF TABS,25,99999,99999,,,
4273261425,2015-12-30T00:00:00.000,855,,,CA,201607,,FORD,PU,RD,826 HIGHLAND AVE S,00475,54,5204A-,DISPLAY OF TABS,25,99999,99999,,,
4273261436,2015-12-30T00:00:00.000,857,,,CA,201607,,FORD,PU,RD,826 HIGHLAND AVE S,00475,54,5200,DISPLAY OF PLATES,25,99999,99999,,,
4273261440,2015-12-30T00:00:00.000,908,,,TX,201611,,BMW,PA,BK,4601 9TH ST W,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6461622.3,1843979.6,,,
4273261451,2015-12-30T00:00:00.000,913,,,MO,201603,,NISS,PA,WT,977 MUIRFIELD ROAD,00475,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273261462,2015-12-30T00:00:00.000,924,,,CA,201411,,FORD,VN,WT,4400 FRANCIS AVE W,00475,54,5204A-,DISPLAY OF TABS,25,6463282,1843646.3,,,
4273261473,2015-12-30T00:00:00.000,936,,,CA,201411,,FORD,VN,WT,4400 FRANCIS AVE W,00475,54,80.69.2,COMM VEH OVER TIME L,78,6463282,1843646.3,,,
4273261484,2015-12-30T00:00:00.000,948,,,CA,201508,,TOYT,PU,WT,4400 FRANCIS AVE W,00475,54,80.69.2,COMM VEH OVER TIME L,78,6463282,1843646.3,,,
4273261495,2015-12-30T00:00:00.000,952,,,CA,201508,,TOYT,PU,WT,4400 FRANCIS AVE W,00475,54,5204A-,DISPLAY OF TABS,25,6463282,1843646.3,,,
4273261506,2015-12-30T00:00:00.000,958,,,CA,201509,,MERZ,PA,BK,635 PLYMOUTH BLVD S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6463880,1845458.8,,,
4273261510,2015-12-30T00:00:00.000,1000,,,CA,201601,,LEXS,PA,BK,635 PLYMOUTH BLVD S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6463880,1845458.8,,,
4273261521,2015-12-30T00:00:00.000,1005,,,CA,201606,,BMW,PA,BK,600 WINDSOR BLVD S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6464320.4,1845676.2,,,
4273261532,2015-12-30T00:00:00.000,1011,,,CA,201606,,FORD,PA,GY,601 VAN NESS AVE S,00475,54,80.69BS,NO PARK/STREET CLEAN,73,6466063.8,1852250.3,,,
4273261543,2015-12-30T00:00:00.000,1017,,0910,CA,,,TOYT,PA,WT,4601 8TH ST W,00475,54,80.69C,PARKED OVER TIME LIM,58,99999,99999,,,
4273261554,2015-12-30T00:00:00.000,1021,,0910,CA,201605,,INFI,PA,WT,4601 8TH ST W,00475,54,80.69C,PARKED OVER TIME LIM,58,99999,99999,,,
4273261565,2015-12-30T00:00:00.000,1106,28,,CA,201607,,MERZ,PA,YE,865 TREMAINE AVE S,00475,54,80.58L,PREFERENTIAL PARKING,68,99999,99999,,,
4273261576,2015-12-30T00:00:00.000,1111,28,,CA,201602,,HOND,PA,WT,823 TREMAINE AVE S,00475,54,80.58L,PREFERENTIAL PARKING,68,99999,99999,,,
4273261580,2015-12-30T00:00:00.000,1113,28,,CA,201604,,NISS,PA,GO,817 TREMAINE AVE S,00475,54,80.58L,PREFERENTIAL PARKING,68,99999,99999,,,
4273261591,2015-12-30T00:00:00.000,1127,,,CT,,,HOND,PA,WT,3440 WILSHIRE BLVD W,00475,54,80.69AP+,NO STOP/STANDING,93,99999,99999,,,
4273261602,2015-12-30T00:00:00.000,1339,,,CA,201509,,HOND,PA,BK,533 LUCERNE AVE S,00475,54,5204A-,DISPLAY OF TABS,25,99999,99999,,,
4273262011,2015-12-30T00:00:00.000,1011,,,CA,201605,,FORD,PA,WT,5257 W FOUNTAIN AVE,00444,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273262022,2015-12-30T00:00:00.000,1013,,,CA,201604,,HOND,PA,BL,5281 W FOUNTAIN AVE,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6469434,1857119.7,,,
4273262033,2015-12-30T00:00:00.000,1018,,,CA,201609,,DODG,TK,BK,1423 SERRANO AVE N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6468709.8,1857803.8,,,
4273262044,2015-12-30T00:00:00.000,1021,,,CA,201512,,TOYT,TK,SL,1414 HOBART BLVD N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6469141.9,1857773.1,,,
4273262055,2015-12-30T00:00:00.000,1109,,,CA,201611,,BMW,PA,SL,1022 NEW HAMPSHIRE AVE N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6473017.3,1841674.5,,,
4273262066,2015-12-30T00:00:00.000,1114,,,CO,201612,,INFI,PA,GY,1023 BERENDO ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472687.5,1855175,,,
4273262070,2015-12-30T00:00:00.000,1117,,,CA,201603,,HOND,PA,SL,1023 BERENDO ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472687.5,1855175,,,
4273262081,2015-12-30T00:00:00.000,1118,,,CA,201603,,MITS,PA,WT,1017 BERENDO ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472687.5,1855143.2,,,
4273262092,2015-12-30T00:00:00.000,1123,,,CA,201606,,NISS,PA,GO,840 N HELIOTROPE DR,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472357.6,1854070.8,,,
4273262103,2015-12-30T00:00:00.000,1205,,,CA,,,NISS,PA,GY,1326 EDGEMONT ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472016.4,1857390.3,,,
4273262114,2015-12-30T00:00:00.000,1206,,,CA,201609,,TOYT,PA,BK,1330 EDGEMONT ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472016.5,1857415.5,,,
4273262125,2015-12-30T00:00:00.000,1208,,,CA,,,NISS,TK,WT,1340 EDGEMONT ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472016.6,1857478.5,,,
4273262136,2015-12-30T00:00:00.000,1209,,,CA,201602,,CHEV,PA,WT,1340 EDGEMONT ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472016.6,1857478.5,,,
4273262140,2015-12-30T00:00:00.000,1213,,,CA,201607,,FORD,TK,SL,1440 NEW HAMPSHIRE AVE N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6473000.1,1857947.9,,,
4273262151,2015-12-30T00:00:00.000,1216,,,CA,201612,,HOND,PA,WT,1324 NEW HAMPSHIRE AVE N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472998.2,1857384.4,,,
4273262162,2015-12-30T00:00:00.000,1221,,,CA,201603,,HOND,PA,GY,1304 CATALINA ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472347.5,1857260.6,,,
4273262173,2015-12-30T00:00:00.000,1223,,,CA,201604,,NISS,PA,BL,1416 CATALINA ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273262184,2015-12-30T00:00:00.000,1225,,,NY,201410,,AUDI,PA,BK,1436 CATALINA ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472349,1857919.5,,,
4273262195,2015-12-30T00:00:00.000,1232,,,CA,201609,,NISS,PA,BK,1440 ALEXANDRIA AVE N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6471350.2,1857926.5,,,
4273262206,2015-12-30T00:00:00.000,1246,,,CA,201601,,NISS,PA,GN,1033 BERENDO ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472687.5,1855228.1,,,
4273262210,2015-12-30T00:00:00.000,1247,,,CA,201606,,FORD,PA,GY,1033 BERENDO ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472687.5,1855228.1,,,
4273262221,2015-12-30T00:00:00.000,1250,,,CA,201701,,TOYT,PA,GY,1011 BERENDO ST N,00444,54,80.69BS,NO PARK/STREET CLEAN,73,6472687.5,1855111.3,,,
4273267924,2015-12-30T00:00:00.000,1133,PB252,,CA,201603,,HOND,PA,GY,5700 PICO BL W,00107,51,88.13B+,METER EXP.,63,6451858.6,1841028,,,
4273267935,2015-12-30T00:00:00.000,1217,PB39,,CA,201512,,NISS,PA,GY,5001 PICO BL W,00107,51,88.13B+,METER EXP.,63,6456895.1,1839933.8,,,
4273267946,2015-12-30T00:00:00.000,1344,PB38,,CA,201606,,CHEV,PA,RD,1301 SYCAMORE AV S,00107,51,88.13B+,METER EXP.,63,6456429.3,1840661.4,,,
4273267950,2015-12-30T00:00:00.000,1345,,,CA,201606,,CHEV,PA,RD,1301 SYCAMORE AV S,00107,51,5200,DISPLAY OF PLATES,25,6456429.3,1840661.4,,,
4273279415,2015-12-30T00:00:00.000,1130,,,OR,201501,,VOLK,PA,SL,1731 WHITLEY AVE,00495,54,80.56E4+,RED ZONE,93,6460757,1859730.4,,,
4273279426,2015-12-30T00:00:00.000,1252,HO678,,IA,201608,,CHEV,PA,SL,1700 LAS PALMAS AV N,00495,54,88.13B+,METER EXP.,63,6459906.9,1859512.3,,,
4273279430,2015-12-30T00:00:00.000,1302,SV24,,CA,,,TOYT,PA,BK,1500 IVAR AV,00495,54,88.13B+,METER EXP.,63,6462120.7,1858205.4,,,
4273279452,2015-12-30T00:00:00.000,1320,HO965,,CA,201701,,NISS,PA,WT,1701 WHITLEY AV,00495,54,88.13B+,METER EXP.,63,6460757,1859516,,,
4273279463,2015-12-30T00:00:00.000,1359,HO213,,CA,201605,,DODG,PA,BL,1601 IVAR AV,00495,54,88.13B+,METER EXP.,63,6462312.7,1858856.2,,,
4273279474,2015-12-30T00:00:00.000,1402,SV32,,CA,201609,,KIA,PA,BK,1501 IVAR AV,00495,54,88.13B+,METER EXP.,63,6462120.7,1858205.4,,,
4273279485,2015-12-30T00:00:00.000,1447,HO35,,CA,201602,,TOYT,PA,SL,1601 LAS PALMAS AV N,00495,54,88.13B+,METER EXP.,63,6459910.7,1858835.4,,,
4273279496,2015-12-30T00:00:00.000,1614,HO674,,CA,201605,,TOYT,PA,SL,1700 LAS PALMAS AV N,00495,54,88.13B+,METER EXP.,63,6459906.9,1859512.3,,,
4273279500,2015-12-30T00:00:00.000,1618,HO954A,,ID,201608,,MAZD,PA,TN,1700 WHITLEY AV,00495,54,88.13B+,METER EXP.,63,6460757,1859516,,,
4273279511,2015-12-30T00:00:00.000,1620,HO649,,CA,201604,,TOYT,PA,GN,1701 WHITLEY AV,00495,54,88.13B+,METER EXP.,63,6460757,1859516,,,
4273281552,2015-12-30T00:00:00.000,119,,,CA,201606,,HOND,PA,RD,168 66TH ST W,00500,55,22514,FIRE HYDRANT,68,6478153,1815087.6,,,
4273281563,2015-12-30T00:00:00.000,122,,,CA,,,FORD,PU,RD,207 66TH ST W,00500,55,22500H,DOUBLE PARKING,68,6477908.8,1815125.2,,,
4273281574,2015-12-30T00:00:00.000,133,,,OR,201704,,DODG,PA,GN,9526 BARING CROSS ST,00500,55,80.56E4+,RED ZONE,93,6473915,1804250.7,,,
4273281585,2015-12-30T00:00:00.000,156,,,CA,,,CHEV,PA,GY,7226 CRENSHAW BLVD,00500,55,80.56E4+,RED ZONE,93,6461347.3,1813188.8,,,
4273281596,2015-12-30T00:00:00.000,207,,,CA,201607,,TOYT,PU,RD,1500 VERNON AVE,00500,55,22514,FIRE HYDRANT,68,6469696.9,1823869.3,,,
4273281600,2015-12-30T00:00:00.000,213,,,CA,,,PLYM,PA,GN,4534 WESLEY AVE,00500,55,22500H,DOUBLE PARKING,68,6474442.3,1823343.3,,,
4273281611,2015-12-30T00:00:00.000,310,,,CA,,,TOYT,PA,GY,7314 MCKINLEY AVE S,00500,55,80.61,STANDNG IN ALLEY,68,6482596.6,1812931.6,,,
4273281622,2015-12-30T00:00:00.000,315,,,IN,,,VOLV,TK,RD,7600 AVALON BLVD S,00500,55,80.56E4+,RED ZONE,93,6481270.5,1811991.2,,,
4273281633,2015-12-30T00:00:00.000,631,,,CA,201605,,NISS,PA,GY,914 81ST ST W,00500,55,22514,FIRE HYDRANT,68,6473829.4,1809947,,,
4273281644,2015-12-30T00:00:00.000,712,,,CA,8,,CHEV,PA,GN,8124 HOOVER ST S,00500,55,80.69AP+,NO STOP/STANDING,93,6474614.4,1809856.6,,,
4273281655,2015-12-30T00:00:00.000,714,,,CA,201602,,NISS,PA,WT,7918 HOOVER ST S,00500,55,80.69AP+,NO STOP/STANDING,93,6474613.3,1810538.3,,,
4273281666,2015-12-30T00:00:00.000,716,,,CA,201606,,HOND,PA,GN,7420 HOOVER ST S,00500,55,80.69AP+,NO STOP/STANDING,93,6474622.5,1812490.5,,,
4273281670,2015-12-30T00:00:00.000,718,,,CA,201605,,DODG,PA,OR,6938 HOOVER ST S,00500,55,80.69AP+,NO STOP/STANDING,93,6474630.3,1813905.2,,,
4273281692,2015-12-30T00:00:00.000,811,,,CA,201608,,NISS,PA,GY,7916 FIGUEROA ST S,00500,55,80.70,NO STOPPING/ANTI-GRI,163,6475950.2,1810750.4,,,
1112509926,2015-12-21T00:00:00.000,1340,,,TN,,,HYTR,TL,BK,CANNERY ST/WAY ST,L59,3,000,80691a,,99999,99999,,,
4273283733,2015-12-30T00:00:00.000,1010,,,CA,201612,,CHEV,PA,BK,2701 BEACHWOOD DR N,00107,54,80.56E4+,RED ZONE,93,99999,99999,,,
4273283744,2015-12-30T00:00:00.000,1015,,,CA,201608,,DODG,PA,BK,3130 BEACHWOOD DR N,00107,54,22502A,18 IN. CURB/2 WAY,63,6465536.8,1868737.1,,,
4273283755,2015-12-30T00:00:00.000,1035,,,NV,201612,,HYUN,PA,WT,3387 DERONDA DR,00107,54,22502A,18 IN. CURB/2 WAY,63,6464965.4,1869815.5,,,
4273283766,2015-12-30T00:00:00.000,1049,,,CA,201610,,GMC,PA,WT,3000 CANYON LAKE DR,00107,54,22502A,18 IN. CURB/2 WAY,63,99999,99999,,,
4273283770,2015-12-30T00:00:00.000,1121,,,CA,201611,,DODG,PA,WT,3075 BEACHWOOD DR N,00107,54,80.56E4+,RED ZONE,93,6465469.4,1868264.1,,,
4273283781,2015-12-30T00:00:00.000,1219,,,CA,,,TOYT,PA,WT,3050 CANYON LAKE DR,00400,54,80.56E4+,RED ZONE,93,99999,99999,,,
4273283792,2015-12-30T00:00:00.000,1242,,,AB,201612,,HYUN,PA,BK,3109 BEACHWOOD DR N,00400,54,80.56E4+,RED ZONE,93,6465500,1868550.3,,,
4273283803,2015-12-30T00:00:00.000,1245,,,CA,201606,,FORD,PA,RD,3148 BEACHWOOD DR N,00400,54,22502A,18 IN. CURB/2 WAY,63,6465659.5,1868820.2,,,
4273283814,2015-12-30T00:00:00.000,1359,,,CA,,,CHRY,PA,SL,3050 CANYON LAKE DR,00400,54,80.56E4+,RED ZONE,93,99999,99999,,,
4273283825,2015-12-30T00:00:00.000,1426,,,CA,201605,,FORD,PA,BL,3055 BEACHWOOD DR N,00400,54,22502A,18 IN. CURB/2 WAY,63,99999,99999,,,
4273283836,2015-12-30T00:00:00.000,1630,,,CA,201605,,GMC,PA,BK,2933 LEDGEWOOD DR,00400,54,22502A,18 IN. CURB/2 WAY,63,6464398.7,1867362.7,,,
4273285553,2015-12-30T00:00:00.000,34,,,CA,201512,,ACUR,PA,GY,1661 IVAR AVE,00401,54,80.69B,NO PARKING,73,6462322,1859263.8,,,
4273285564,2015-12-30T00:00:00.000,51,,,NM,201605,,HYUN,PA,WT,1617 COSMO ST,00401,54,80.69B,NO PARKING,73,6462122.6,1858964.5,,,
4273285575,2015-12-30T00:00:00.000,57,,,CA,201603,,JAGU,PA,SL,1751 CAHUENGA BLVD,00401,54,5200,DISPLAY OF PLATES,25,6461903.5,1859955.4,,,
4273285586,2015-12-30T00:00:00.000,107,,,CA,201505,,BMW,PA,BK,1620 VINE ST,00401,54,5200,DISPLAY OF PLATES,25,6462771.1,1858995,,,
4273285590,2015-12-30T00:00:00.000,151,,,CA,,,MASE,PA,BK,1662 IVAR AVE,00401,54,80.56E1,WHITE ZONE,58,6462321.9,1859277.4,,,
4273285601,2015-12-30T00:00:00.000,305,,,CA,201607,,MERZ,PA,WT,6411 HOLLYWOOD BLVD,00401,54,80.69B,NO PARKING,73,6461859.4,1859521.1,,,
4273285612,2015-12-30T00:00:00.000,307,,,CA,201604,,CHEV,PA,GY,6411 HOLLYWOOD BLVD,00401,54,80.69B,NO PARKING,73,6461859.4,1859521.1,,,
4273285623,2015-12-30T00:00:00.000,308,,,CA,201608,,AUDI,PA,BK,6431 HOLLYWOOD BLVD,00401,54,80.69B,NO PARKING,73,6461766.6,1859520.7,,,
4273285634,2015-12-30T00:00:00.000,309,,,CA,201602,,NISS,PA,SL,6420 HOLLYWOOD BLVD,00401,54,80.69B,NO PARKING,73,6461813,1859520.9,,,
4273285645,2015-12-30T00:00:00.000,316,,,CA,201603,,KIA,PA,SL,6628 HOLLYWOOD BLVD,00401,54,80.69B,NO PARKING,73,6460478.5,1859514.8,,,
4273285656,2015-12-30T00:00:00.000,331,,,CA,201601,,MERZ,PA,BL,5416 LEMON GROVE AVE,00401,54,5200,DISPLAY OF PLATES,25,6467540.6,1854070.7,,,
4273285660,2015-12-30T00:00:00.000,713,,,LA,201701,,HOND,PA,GY,7235 HOLLYWOOD BLVD,00401,54,80.69AA+,NO STOP/STAND,93,6456294,1859545.4,,,
4273285671,2015-12-30T00:00:00.000,741,,,NM,201605,,HYUN,PA,WT,6334 SUNSET BLVD,00401,54,80.70,NO STOPPING/ANTI-GRI,163,99999,99999,,,
4273286301,2015-12-30T00:00:00.000,1009,,,CA,201403,,CHRY,PA,WT,3200 BLK HOPE ST,57B,57,5204A-,DISPLAY OF TABS,25,99999,99999,,,
4273286312,2015-12-30T00:00:00.000,1308,,,CA,201510,,HOND,PA,GY,4300 BLK W 5TH ST,57B,57,5204A-,DISPLAY OF TABS,25,99999,99999,,,
4273286323,2015-12-30T00:00:00.000,1326,,,CA,201510,,HOND,PA,SL,4173 WEST 1ST STREET,57B,57,5204A-,DISPLAY OF TABS,25,6470133.7,1849353.4,,,
4273304733,2015-12-30T00:00:00.000,116,,,CA,201602,,TOYT,PA,GN,580 SAN VICENTE BLVD S,00401,54,80.69BS,NO PARK/STREET CLEAN,73,6448558.6,1846812.7,,,
4273304744,2015-12-30T00:00:00.000,118,,,CA,201601,,TOYT,PA,GY,580 SAN VICENTE BLVD S,00401,54,80.69BS,NO PARK/STREET CLEAN,73,6448558.6,1846812.7,,,
4273304755,2015-12-30T00:00:00.000,122,,,CA,,,LEXS,PA,BK,560 SAN VICENTE BLVD S,00401,54,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4273304766,2015-12-30T00:00:00.000,213,,,CA,,,BMW,PA,WT,A/F 1544 CANYON DR,00401,54,80.56E4+,RED ZONE,93,99999,99999,,,
4273304770,2015-12-30T00:00:00.000,640,,,CA,201604,,NISS,PA,GY,916 MARIPOSA AVE N,00401,54,80.56E4+,RED ZONE,93,6471121.2,1854208.8,,,
4273304781,2015-12-30T00:00:00.000,646,,,CA,201601,,DODG,PA,GY,1280 KINGSLEY DR N,00401,54,80.56E4+,RED ZONE,93,99999,99999,,,
4273304792,2015-12-30T00:00:00.000,658,,,CA,201604,,AUDI,PA,GY,5500 CARLTON WAY W,00401,54,80.56E4+,RED ZONE,93,6468044.4,1859107,,,
4273304803,2015-12-30T00:00:00.000,708,,,CA,201611,,MERZ,PA,BK,A/FF 1213 WILTON PL N,00401,54,80.69AP+,NO STOP/STANDING,93,99999,99999,,,
